               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.084038,            0.054263,                   0,           0.0042216,             0.71887,            0.004597,           0.0014113,            0.065899,            0.038116,                   0,              0.0793,              0.0023,              0.0023
